,PM2.5,PM10,NO2,SO2,NH3,CO,Ozone,SO2i,NOi,PM25i,PM10i,Ozonei,NH3i,COi,AQI,AQI_Range
11097,11.2,51.6,5.21,5.29,4.7,0.36,22.23,6.6125,6.5125,18.666666666666668,64.5,22.23,1.175,18.0,64.5,Satisfactory
11098,6.45,59.18,5.24,5.41,4.7,0.34,19.05,6.7625,6.55,10.75,73.975,19.05,1.175,17.0,73.975,Satisfactory
11099,7.61,47.06,5.84,6.35,4.56,0.39,23.88,7.9375,7.3,12.683333333333334,58.825,23.88,1.14,19.5,58.825,Satisfactory
11100,8.74,64.44,14.04,6.84,3.42,0.31,18.26,8.55,17.55,14.566666666666668,80.55,18.26,0.855,15.5,80.55,Satisfactory
11101,8.67,58.31,48.05,5.83,4.72,0.42,14.83,7.2875,60.0625,14.450000000000001,72.8875,14.83,1.18,21.0,72.8875,Satisfactory
11102,9.24,62.15,85.98,5.86,8.87,0.33,18.24,7.325,105.98,15.4,77.6875,18.24,2.2175,16.5,105.98,Moderately Polluted
11103,7.39,55.81,18.78,5.13,3.14,0.27,12.11,6.4125,23.475,12.316666666666666,69.7625,12.11,0.785,13.5,69.7625,Satisfactory
11104,10.85,33.15,87.48,5.34,2.45,0.32,9.77,6.675,107.48,18.083333333333332,41.4375,9.77,0.6125,16.0,107.48,Moderately Polluted
11105,5.24,38.07,74.19,6.13,2.93,0.38,15.74,7.6625,92.7375,8.733333333333334,47.5875,15.74,0.7325,19.0,92.7375,Satisfactory
11106,6.9,67.24,60.7,5.82,3.54,0.31,12.59,7.275,75.875,11.500000000000002,84.05,12.59,0.885,15.5,84.05,Satisfactory
11107,7.0,74.43,8.53,6.19,4.13,0.38,14.16,7.737500000000001,10.662499999999998,11.666666666666668,93.03750000000001,14.16,1.0325,19.0,93.03750000000001,Satisfactory
11108,5.89,68.38,3.79,5.35,4.42,0.32,12.44,6.6875,4.7375,9.816666666666666,85.475,12.44,1.105,16.0,85.475,Satisfactory
11109,6.8,57.65,3.8,5.76,4.42,0.36,18.68,7.199999999999999,4.75,11.333333333333334,72.0625,18.68,1.105,18.0,72.0625,Satisfactory
11110,6.22,64.44,3.8,4.69,4.42,0.33,19.49,5.862500000000001,4.75,10.366666666666667,80.55,19.49,1.105,16.5,80.55,Satisfactory
11111,5.92,47.4,3.78,5.05,4.42,0.31,13.58,6.3125,4.725,9.866666666666667,59.25,13.58,1.105,15.5,59.25,Satisfactory
11112,6.79,48.62,3.77,5.31,4.41,0.32,14.46,6.637499999999999,4.7125,11.316666666666666,60.775,14.46,1.1025,16.0,60.775,Satisfactory
11113,8.23,38.04,9.58,5.4,5.08,0.29,13.95,6.75,11.975,13.716666666666669,47.55,13.95,1.27,14.499999999999998,47.55,Good
11114,6.8,26.86,67.62,4.62,15.98,0.29,10.0,5.775,84.525,11.333333333333334,33.575,10.0,3.995,14.499999999999998,84.525,Satisfactory
11115,6.5,27.59,86.62,5.66,17.81,0.36,10.91,7.075,106.62,10.833333333333334,34.4875,10.91,4.4525,18.0,106.62,Moderately Polluted
11116,7.46,23.92,81.21,4.98,13.18,0.3,10.96,6.2250000000000005,101.21,12.433333333333334,29.9,10.96,3.295,15.0,101.21,Moderately Polluted
11117,9.46,27.83,65.93,5.5,9.48,0.27,12.14,6.875,82.41250000000001,15.76666666666667,34.7875,12.14,2.37,13.5,82.41250000000001,Satisfactory
11118,7.44,24.76,3.97,5.63,4.42,0.36,9.31,7.0375,4.9625,12.4,30.95,9.31,1.105,18.0,30.95,Good
11119,8.17,25.18,3.74,4.89,4.42,0.28,9.74,6.1125,4.675,13.616666666666667,31.475,9.74,1.105,14.000000000000002,31.475,Good
11120,7.97,25.86,4.17,4.82,4.45,0.41,9.66,6.025,5.2125,13.283333333333333,32.325,9.66,1.1125,20.5,32.325,Good
11121,15.17,31.33,3.78,6.09,4.42,0.28,12.88,7.6125,4.725,25.283333333333335,39.1625,12.88,1.105,14.000000000000002,39.1625,Good
11122,7.64,39.21,3.75,4.75,4.43,0.37,15.89,5.9375,4.6875,12.733333333333333,49.0125,15.89,1.1075,18.5,49.0125,Good
11123,7.02,60.29,3.79,5.88,4.42,0.3,11.3,7.35,4.7375,11.7,75.3625,11.3,1.105,15.0,75.3625,Satisfactory
11124,9.29,57.62,3.75,5.17,4.42,0.32,11.69,6.4625,4.6875,15.483333333333333,72.025,11.69,1.105,16.0,72.025,Satisfactory
11125,9.18,33.86,3.91,5.13,4.43,0.31,11.59,6.4125,4.8875,15.3,42.325,11.59,1.1075,15.5,42.325,Good
11126,12.84,41.8,3.83,5.37,4.42,0.36,11.57,6.7125,4.7875,21.400000000000002,52.25,11.57,1.105,18.0,52.25,Satisfactory
11127,11.79,49.38,3.74,4.79,4.42,0.33,9.48,5.9875,4.675,19.65,61.725,9.48,1.105,16.5,61.725,Satisfactory
11128,12.71,34.47,3.72,5.45,4.43,60.64779004169733,13.18,6.8125,4.65,21.183333333333337,43.0875,13.18,1.1075,556.7517061276313,556.7517061276313,Severe
11129,10.06,45.65,3.74,5.02,4.43,0.42,14.22,6.2749999999999995,4.675,16.76666666666667,57.0625,14.22,1.1075,21.0,57.0625,Satisfactory
11130,9.47,39.35,3.73,5.78,4.42,0.27,13.95,7.2250000000000005,4.6625,15.783333333333335,49.1875,13.95,1.105,13.5,49.1875,Good
11131,7.02,65.29,3.76,5.65,4.41,0.33,11.55,7.0625,4.7,11.7,81.61250000000001,11.55,1.1025,16.5,81.61250000000001,Satisfactory
11132,7.71,53.47,3.72,5.14,4.43,0.31,10.98,6.425,4.65,12.85,66.8375,10.98,1.1075,15.5,66.8375,Satisfactory
11133,7.31,55.5,3.72,4.99,4.43,0.31,8.81,6.237500000000001,4.65,12.183333333333334,69.375,8.81,1.1075,15.5,69.375,Satisfactory
11134,6.35,52.44,3.79,5.38,4.41,0.32,10.93,6.725,4.7375,10.583333333333334,65.55,10.93,1.1025,16.0,65.55,Satisfactory
11135,5.9,31.73,3.76,6.05,4.41,0.32,9.39,7.5625,4.7,9.833333333333334,39.6625,9.39,1.1025,16.0,39.6625,Good
11136,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,60.64779004169733,75.80973755212166,75.80973755212166,102.15930013899109,75.80973755212166,60.64779004169733,15.161947510424332,556.7517061276313,556.7517061276313,Severe
11137,15.12,94.97,37.56,9.48,21.45,0.44,10.91,11.850000000000001,46.95,25.2,118.7125,10.91,5.3625,22.0,118.7125,Moderately Polluted
11138,10.94,101.78,3.87,5.54,4.46,0.15,13.27,6.925,4.8375,18.233333333333334,121.78,13.27,1.115,7.5,121.78,Moderately Polluted
11139,5.94,37.3,3.74,5.09,4.42,0.32,14.94,6.3625,4.675,9.9,46.62499999999999,14.94,1.105,16.0,46.62499999999999,Good
11140,6.69,26.14,4.28,5.5,4.77,0.37,11.6,6.875,5.35,11.15,32.675,11.6,1.1925,18.5,32.675,Good
11141,5.72,42.58,3.76,5.57,4.42,0.3,15.25,6.9625,4.7,9.533333333333333,53.225,15.25,1.105,15.0,53.225,Satisfactory
11142,6.09,40.62,3.77,6.01,4.42,0.33,15.12,7.512499999999999,4.7125,10.15,50.77499999999999,15.12,1.105,16.5,50.77499999999999,Satisfactory
11143,5.53,58.43,3.83,5.71,4.42,0.31,12.61,7.1375,4.7875,9.216666666666667,73.0375,12.61,1.105,15.5,73.0375,Satisfactory
11144,5.85,52.39,3.86,5.17,4.41,0.35,16.01,6.4625,4.825,9.75,65.4875,16.01,1.1025,17.5,65.4875,Satisfactory
11145,6.36,47.53,3.86,5.54,4.41,0.32,11.85,6.925,4.825,10.600000000000001,59.4125,11.85,1.1025,16.0,59.4125,Satisfactory
11146,9.97,43.65,3.84,4.82,4.42,0.31,12.08,6.025,4.8,16.616666666666667,54.5625,12.08,1.105,15.5,54.5625,Satisfactory
11147,7.67,29.84,3.87,4.94,4.41,0.33,10.38,6.175000000000001,4.8375,12.783333333333333,37.3,10.38,1.1025,16.5,37.3,Good
11148,9.99,47.28,3.85,5.52,4.42,0.36,11.69,6.8999999999999995,4.8125,16.650000000000002,59.1,11.69,1.105,18.0,59.1,Satisfactory
11149,9.09,40.24,3.86,6.03,4.42,0.24,11.25,7.5375000000000005,4.825,15.15,50.3,11.25,1.105,12.0,50.3,Satisfactory
11150,7.56,41.96,3.82,6.03,4.42,0.35,11.76,7.5375000000000005,4.775,12.6,52.45,11.76,1.105,17.5,52.45,Satisfactory
11151,10.76,37.44,3.88,5.25,4.41,0.32,11.04,6.5625,4.85,17.933333333333334,46.8,11.04,1.1025,16.0,46.8,Good
11152,11.48,48.65,3.81,5.35,4.42,0.32,11.01,6.6875,4.7625,19.133333333333336,60.8125,11.01,1.105,16.0,60.8125,Satisfactory
11153,6.93,77.92,3.86,5.25,4.41,0.34,9.36,6.5625,4.825,11.55,97.4,9.36,1.1025,17.0,97.4,Satisfactory
11154,8.05,48.26,3.85,5.93,4.41,0.29,8.64,7.4125,4.8125,13.416666666666668,60.325,8.64,1.1025,14.499999999999998,60.325,Satisfactory
11155,10.53,53.8,3.84,4.82,4.42,0.29,7.16,6.025,4.8,17.55,67.25,7.16,1.105,14.499999999999998,67.25,Satisfactory
11156,10.61,43.51,3.84,5.96,4.42,0.32,6.97,7.45,4.8,17.683333333333334,54.3875,6.97,1.105,16.0,54.3875,Satisfactory
11157,11.66,35.47,3.81,5.49,4.42,0.32,6.85,6.862500000000001,4.7625,19.433333333333334,44.3375,6.85,1.105,16.0,44.3375,Good
11158,10.81,36.04,3.79,4.92,4.42,0.29,6.83,6.15,4.7375,18.01666666666667,45.05,6.83,1.105,14.499999999999998,45.05,Good
11159,12.16,34.71,3.82,5.13,4.42,0.26,7.01,6.4125,4.775,20.26666666666667,43.3875,7.01,1.105,13.0,43.3875,Good
11160,15.05,30.93,3.82,5.58,4.42,0.33,6.83,6.975,4.775,25.083333333333336,38.6625,6.83,1.105,16.5,38.6625,Good
11161,13.76,46.78,3.87,5.75,4.41,0.34,6.89,7.1875,4.8375,22.933333333333334,58.475,6.89,1.1025,17.0,58.475,Satisfactory
11162,13.55,56.91,3.86,5.55,4.42,0.28,6.96,6.9375,4.825,22.583333333333336,71.13749999999999,6.96,1.105,14.000000000000002,71.13749999999999,Satisfactory
11163,15.0,47.27,3.84,5.7,4.42,0.29,6.95,7.125,4.8,25.0,59.0875,6.95,1.105,14.499999999999998,59.0875,Satisfactory
11164,13.05,45.88,3.83,4.88,4.42,0.32,7.24,6.1,4.7875,21.750000000000004,57.35,7.24,1.105,16.0,57.35,Satisfactory
11165,12.42,26.41,3.82,5.07,4.42,0.34,7.3,6.3375,4.775,20.7,33.0125,7.3,1.105,17.0,33.0125,Good
11166,10.91,31.03,3.87,5.55,4.41,0.35,7.31,6.9375,4.8375,18.183333333333334,38.7875,7.31,1.1025,17.5,38.7875,Good
11167,12.51,36.89,3.85,5.36,4.42,0.26,7.34,6.7,4.8125,20.85,46.1125,7.34,1.105,13.0,46.1125,Good
11168,10.33,21.34,3.82,5.75,4.43,0.34,7.12,7.1875,4.775,17.21666666666667,26.675,7.12,1.1075,17.0,26.675,Good
11169,13.17,32.11,3.82,5.13,4.42,0.33,7.21,6.4125,4.775,21.95,40.1375,7.21,1.105,16.5,40.1375,Good
11170,18.85,52.81,3.79,5.54,4.42,0.32,7.07,6.925,4.7375,31.41666666666667,66.0125,7.07,1.105,16.0,66.0125,Satisfactory
11171,14.72,56.37,3.8,5.3,4.43,0.33,7.13,6.625,4.75,24.533333333333335,70.4625,7.13,1.1075,16.5,70.4625,Satisfactory
11172,14.1,45.55,3.82,5.71,4.42,0.31,7.22,7.1375,4.775,23.5,56.9375,7.22,1.105,15.5,56.9375,Satisfactory
11173,11.6,32.03,3.81,5.48,4.43,0.28,6.9,6.8500000000000005,4.7625,19.333333333333332,40.0375,6.9,1.1075,14.000000000000002,40.0375,Good
11174,13.78,25.91,3.78,5.24,4.43,0.32,7.08,6.550000000000001,4.725,22.966666666666665,32.3875,7.08,1.1075,16.0,32.3875,Good
11175,15.87,27.2,3.78,5.05,4.42,0.31,7.02,6.3125,4.725,26.45,34.0,7.02,1.105,15.5,34.0,Good
11176,15.86,31.37,3.76,5.61,4.42,0.34,7.12,7.0125,4.7,26.433333333333334,39.2125,7.12,1.105,17.0,39.2125,Good
11177,15.86,38.95,3.82,5.83,4.42,0.32,6.97,7.2875,4.775,26.433333333333334,48.68750000000001,6.97,1.105,16.0,48.68750000000001,Good
11178,14.45,48.29,3.83,5.45,4.41,0.3,6.98,6.8125,4.7875,24.083333333333332,60.3625,6.98,1.1025,15.0,60.3625,Satisfactory
11179,14.1,68.59,3.77,4.88,4.43,0.28,6.9,6.1,4.7125,23.5,85.73750000000001,6.9,1.1075,14.000000000000002,85.73750000000001,Satisfactory
11180,14.1,36.5,3.81,5.22,4.43,0.34,6.93,6.5249999999999995,4.7625,23.5,45.625,6.93,1.1075,17.0,45.625,Good
11181,14.1,68.42,3.77,5.01,4.43,0.4,6.91,6.262499999999999,4.7125,23.5,85.525,6.91,1.1075,20.0,85.525,Satisfactory
11182,14.1,61.78,3.81,6.72,4.42,0.31,6.92,8.4,4.7625,23.5,77.225,6.92,1.105,15.5,77.225,Satisfactory
11183,14.1,40.2,3.81,5.67,4.42,0.34,7.03,7.0875,4.7625,23.5,50.25000000000001,7.03,1.105,17.0,50.25000000000001,Satisfactory
11184,14.1,27.23,3.84,5.01,4.42,0.31,7.03,6.262499999999999,4.8,23.5,34.0375,7.03,1.105,15.5,34.0375,Good
11185,14.1,43.5,3.83,6.49,4.42,0.35,7.03,8.1125,4.7875,23.5,54.375,7.03,1.105,17.5,54.375,Satisfactory
11186,12.39,41.93,3.89,5.0,4.41,0.25,7.01,6.25,4.8625,20.650000000000002,52.4125,7.01,1.1025,12.5,52.4125,Satisfactory
11187,10.0,62.34,3.82,5.35,4.42,0.32,7.1,6.6875,4.775,16.666666666666668,77.92500000000001,7.1,1.105,16.0,77.92500000000001,Satisfactory
11188,10.0,106.96,3.85,6.07,4.42,0.34,7.14,7.5875,4.8125,16.666666666666668,126.96,7.14,1.105,17.0,126.96,Moderately Polluted
11189,10.0,70.12,3.85,5.49,4.42,0.33,7.02,6.862500000000001,4.8125,16.666666666666668,87.65,7.02,1.105,16.5,87.65,Satisfactory
11190,10.0,62.38,3.86,4.8,4.42,0.29,7.18,6.0,4.825,16.666666666666668,77.975,7.18,1.105,14.499999999999998,77.975,Satisfactory
11191,10.0,69.17,3.81,5.5,4.42,0.32,7.17,6.875,4.7625,16.666666666666668,86.4625,7.17,1.105,16.0,86.4625,Satisfactory
11192,10.0,68.93,3.88,5.45,4.41,0.31,7.14,6.8125,4.85,16.666666666666668,86.16250000000001,7.14,1.1025,15.5,86.16250000000001,Satisfactory
11193,10.0,50.42,60.64779004169733,4.66,60.64779004169733,0.3,7.03,5.825,75.80973755212166,16.666666666666668,63.025000000000006,7.03,15.161947510424332,15.0,75.80973755212166,Satisfactory
11194,9.58,60.82,3.77,5.75,4.42,0.34,7.0,7.1875,4.7125,15.966666666666667,76.025,7.0,1.105,17.0,76.025,Satisfactory
11195,5.0,56.28,3.83,5.65,4.42,0.31,6.94,7.0625,4.7875,8.333333333333334,70.35,6.94,1.105,15.5,70.35,Satisfactory
11196,5.0,59.06,3.84,5.74,4.42,0.32,7.04,7.175000000000001,4.8,8.333333333333334,73.825,7.04,1.105,16.0,73.825,Satisfactory
11197,5.0,58.05,3.8,5.19,4.42,0.29,7.1,6.487500000000001,4.75,8.333333333333334,72.5625,7.1,1.105,14.499999999999998,72.5625,Satisfactory
11198,5.0,40.12,3.76,5.3,4.43,0.31,6.85,6.625,4.7,8.333333333333334,50.14999999999999,6.85,1.1075,15.5,50.14999999999999,Satisfactory
11199,5.0,45.6,3.77,4.54,4.43,0.32,7.07,5.675,4.7125,8.333333333333334,57.0,7.07,1.1075,16.0,57.0,Satisfactory
11200,5.0,75.77,3.75,5.15,4.43,0.31,7.08,6.4375,4.6875,8.333333333333334,94.71249999999999,7.08,1.1075,15.5,94.71249999999999,Satisfactory
11201,5.0,69.14,3.73,5.89,4.42,0.21,7.31,7.3625,4.6625,8.333333333333334,86.425,7.31,1.105,10.5,86.425,Satisfactory
11202,5.0,41.87,3.75,5.63,4.43,0.27,7.6,7.0375,4.6875,8.333333333333334,52.3375,7.6,1.1075,13.5,52.3375,Satisfactory
11203,5.0,70.8,3.81,5.49,4.41,0.35,7.27,6.862500000000001,4.7625,8.333333333333334,88.5,7.27,1.1025,17.5,88.5,Satisfactory
11204,5.0,71.08,3.74,5.9,4.43,0.36,7.72,7.375,4.675,8.333333333333334,88.85,7.72,1.1075,18.0,88.85,Satisfactory
11205,5.0,57.14,3.75,5.35,4.44,0.29,7.53,6.6875,4.6875,8.333333333333334,71.425,7.53,1.11,14.499999999999998,71.425,Satisfactory
11206,5.0,46.57,3.74,5.21,4.42,0.3,7.58,6.5125,4.675,8.333333333333334,58.2125,7.58,1.105,15.0,58.2125,Satisfactory
11207,5.0,51.45,3.85,5.14,4.42,0.35,7.67,6.425,4.8125,8.333333333333334,64.3125,7.67,1.105,17.5,64.3125,Satisfactory
11208,5.0,41.53,3.86,5.6,4.42,0.32,7.39,7.0,4.825,8.333333333333334,51.9125,7.39,1.105,16.0,51.9125,Satisfactory
11209,5.0,21.28,3.87,5.78,4.42,0.33,7.55,7.2250000000000005,4.8375,8.333333333333334,26.6,7.55,1.105,16.5,26.6,Good
11210,5.0,34.43,3.82,6.14,4.42,0.36,7.58,7.675,4.775,8.333333333333334,43.0375,7.58,1.105,18.0,43.0375,Good
11211,5.0,32.7,3.85,5.79,4.43,0.27,7.34,7.2375,4.8125,8.333333333333334,40.87500000000001,7.34,1.1075,13.5,40.87500000000001,Good
11212,5.0,19.55,3.81,5.43,4.43,60.64779004169733,7.27,6.7875,4.7625,8.333333333333334,24.4375,7.27,1.1075,556.7517061276313,556.7517061276313,Severe
11213,5.0,19.59,3.79,5.56,4.41,60.64779004169733,6.83,6.949999999999999,4.7375,8.333333333333334,24.4875,6.83,1.1025,556.7517061276313,556.7517061276313,Severe
11214,5.0,39.11,3.77,6.39,4.43,0.27,6.97,7.9875,4.7125,8.333333333333334,48.8875,6.97,1.1075,13.5,48.8875,Good
11215,5.0,44.75,10.6,5.1,8.57,0.22,7.44,6.375,13.25,8.333333333333334,55.9375,7.44,2.1425,11.0,55.9375,Satisfactory
11216,5.0,10.41,4.64,5.26,8.59,0.34,7.1,6.574999999999999,5.799999999999999,8.333333333333334,13.0125,7.1,2.1475,17.0,17.0,Good
11217,5.0,9.01,4.65,5.84,8.59,0.34,6.81,7.3,5.812500000000001,8.333333333333334,11.2625,6.81,2.1475,17.0,17.0,Good
11218,5.0,9.74,4.68,6.08,8.58,0.38,6.65,7.6,5.85,8.333333333333334,12.175,6.65,2.145,19.0,19.0,Good
11219,5.0,8.12,4.71,6.2,8.58,0.35,6.96,7.75,5.8875,8.333333333333334,10.149999999999999,6.96,2.145,17.5,17.5,Good
11220,5.0,9.93,4.7,6.17,8.58,0.37,7.41,7.7125,5.875,8.333333333333334,12.4125,7.41,2.145,18.5,18.5,Good
11221,5.0,11.97,4.77,5.59,8.57,0.32,7.6,6.9875,5.9624999999999995,8.333333333333334,14.9625,7.6,2.1425,16.0,16.0,Good
11222,5.0,11.55,4.77,5.48,8.58,0.35,6.57,6.8500000000000005,5.9624999999999995,8.333333333333334,14.4375,6.57,2.145,17.5,17.5,Good
11223,5.27,8.55,4.82,5.59,8.57,0.33,8.3,6.9875,6.025,8.783333333333333,10.687500000000002,8.3,2.1425,16.5,16.5,Good
11224,14.8,12.53,4.85,4.93,8.57,0.33,8.19,6.1625,6.062499999999999,24.666666666666668,15.6625,8.19,2.1425,16.5,24.666666666666668,Good
11225,10.39,14.14,4.84,5.51,8.57,0.32,6.84,6.887499999999999,6.05,17.31666666666667,17.675,6.84,2.1425,16.0,17.675,Good
11226,7.87,15.37,4.64,5.81,8.59,0.19,7.68,7.262499999999999,5.799999999999999,13.116666666666667,19.2125,7.68,2.1475,9.5,19.2125,Good
11227,4.84,12.05,4.72,5.36,8.59,0.33,7.24,6.7,5.9,8.066666666666666,15.0625,7.24,2.1475,16.5,16.5,Good
11228,4.96,12.46,4.63,6.31,8.59,0.34,7.1,7.887499999999999,5.7875,8.266666666666667,15.575,7.1,2.1475,17.0,17.0,Good
11229,6.16,13.68,4.64,5.24,8.58,0.36,7.71,6.550000000000001,5.799999999999999,10.266666666666667,17.1,7.71,2.145,18.0,18.0,Good
11230,9.53,17.03,4.67,5.58,8.58,0.35,8.18,6.975,5.8375,15.883333333333333,21.2875,8.18,2.145,17.5,21.2875,Good
11231,12.9,20.4,4.64,4.75,8.58,0.38,8.42,5.9375,5.799999999999999,21.5,25.499999999999996,8.42,2.145,19.0,25.499999999999996,Good
11232,17.97,25.47,4.6,5.76,8.59,0.38,7.43,7.199999999999999,5.749999999999999,29.95,31.8375,7.43,2.1475,19.0,31.8375,Good
11233,15.72,23.22,4.6,5.47,8.6,0.31,7.7,6.8374999999999995,5.749999999999999,26.200000000000003,29.025,7.7,2.15,15.5,29.025,Good
11234,13.87,21.37,4.63,6.69,8.59,0.22,7.63,8.3625,5.7875,23.116666666666667,26.7125,7.63,2.1475,11.0,26.7125,Good
11235,17.63,25.13,4.61,5.54,8.59,0.47,7.62,6.925,5.762500000000001,29.383333333333333,31.4125,7.62,2.1475,23.5,31.4125,Good
11236,10.46,25.05,5.31,4.47,10.16,0.48,7.64,5.5874999999999995,6.6375,17.433333333333337,31.3125,7.64,2.54,24.0,31.3125,Good
11237,6.53,23.6,6.05,4.05,13.7,0.64,7.98,5.0625,7.5625,10.883333333333335,29.5,7.98,3.425,32.0,32.0,Good
11238,6.55,29.01,5.43,4.32,13.51,0.51,8.16,5.4,6.7875,10.916666666666666,36.2625,8.16,3.3775,25.5,36.2625,Good
11239,7.58,28.88,5.49,3.02,13.51,0.59,8.3,3.775,6.8625,12.633333333333335,36.1,8.3,3.3775,29.5,36.1,Good
11240,7.4,25.92,5.41,2.57,13.52,0.44,8.12,3.2125,6.7625,12.333333333333334,32.4,8.12,3.38,22.0,32.4,Good
11241,8.42,26.78,12.29,3.72,13.55,0.55,12.77,4.65,15.3625,14.033333333333333,33.475,12.77,3.3875,27.500000000000004,33.475,Good
11242,4.84,26.57,8.89,3.0,9.93,0.73,14.2,3.75,11.1125,8.066666666666666,33.2125,14.2,2.4825,36.5,36.5,Good
11243,4.67,22.86,8.96,3.28,9.93,0.71,14.18,4.1,11.200000000000001,7.783333333333333,28.575,14.18,2.4825,35.5,35.5,Good
11244,4.37,24.88,8.95,3.54,9.92,0.71,11.72,4.425,11.187499999999998,7.283333333333334,31.1,11.72,2.48,35.5,35.5,Good
11245,4.63,15.47,8.91,3.24,9.93,0.73,17.21,4.050000000000001,11.1375,7.716666666666667,19.3375,17.21,2.4825,36.5,36.5,Good
11246,3.94,25.58,8.93,3.45,9.92,0.72,14.81,4.3125,11.1625,6.566666666666666,31.975,14.81,2.48,36.0,36.0,Good
11247,4.94,22.55,8.88,4.12,9.93,0.73,15.41,5.15,11.100000000000001,8.233333333333334,28.1875,15.41,2.4825,36.5,36.5,Good
11248,4.78,16.72,8.94,3.62,9.92,0.71,19.94,4.525,11.175,7.966666666666668,20.9,19.94,2.48,35.5,35.5,Good
11249,4.78,22.81,8.88,3.42,9.93,0.73,26.47,4.275,11.100000000000001,7.966666666666668,28.5125,26.47,2.4825,36.5,36.5,Good
11250,4.26,15.02,8.91,5.49,9.92,0.72,13.45,6.862500000000001,11.1375,7.1,18.775,13.45,2.48,36.0,36.0,Good
11251,4.88,13.65,8.89,4.78,9.93,0.73,12.12,5.9750000000000005,11.1125,8.133333333333333,17.0625,12.12,2.4825,36.5,36.5,Good
11252,5.23,17.94,8.94,2.98,9.91,0.71,17.04,3.725,11.175,8.716666666666669,22.425000000000004,17.04,2.4775,35.5,35.5,Good
11253,4.75,15.63,8.95,2.55,9.93,0.73,18.73,3.1875,11.187499999999998,7.916666666666667,19.5375,18.73,2.4825,36.5,36.5,Good
11254,3.78,26.6,8.96,4.1,9.92,0.72,15.58,5.125,11.200000000000001,6.3,33.25,15.58,2.48,36.0,36.0,Good
11255,3.75,22.71,8.95,3.58,9.93,0.72,13.42,4.475,11.187499999999998,6.25,28.3875,13.42,2.4825,36.0,36.0,Good
11256,3.61,20.76,8.91,3.53,9.93,0.71,11.86,4.4125,11.1375,6.016666666666667,25.95,11.86,2.4825,35.5,35.5,Good
11257,5.98,25.04,8.89,3.72,9.93,0.71,13.0,4.65,11.1125,9.966666666666669,31.3,13.0,2.4825,35.5,35.5,Good
11258,3.44,16.09,8.93,3.9,9.92,0.72,13.03,4.875,11.1625,5.733333333333333,20.1125,13.03,2.48,36.0,36.0,Good
11259,7.45,24.14,8.96,3.71,9.92,0.72,12.57,4.6375,11.200000000000001,12.416666666666668,30.175,12.57,2.48,36.0,36.0,Good
11260,16.08,29.35,8.96,3.74,9.91,0.71,15.07,4.675000000000001,11.200000000000001,26.799999999999997,36.6875,15.07,2.4775,35.5,36.6875,Good
11261,19.78,29.45,8.89,3.65,9.93,0.71,19.7,4.5625,11.1125,32.96666666666667,36.8125,19.7,2.4825,35.5,36.8125,Good
11262,17.78,26.09,8.95,3.36,9.92,0.73,18.15,4.2,11.187499999999998,29.633333333333336,32.6125,18.15,2.48,36.5,36.5,Good
11263,9.91,22.93,8.94,3.94,9.92,0.71,16.24,4.925,11.175,16.51666666666667,28.6625,16.24,2.48,35.5,35.5,Good
11264,4.88,28.93,8.92,4.47,9.92,0.74,22.09,5.5874999999999995,11.15,8.133333333333333,36.1625,22.09,2.48,37.0,37.0,Good
11265,6.78,28.66,8.96,4.04,9.92,0.73,31.35,5.05,11.200000000000001,11.3,35.825,31.35,2.48,36.5,36.5,Good
11266,4.42,35.67,8.96,3.46,9.92,0.71,28.12,4.325,11.200000000000001,7.366666666666667,44.5875,28.12,2.48,35.5,44.5875,Good
11267,9.11,38.9,8.96,4.06,9.92,0.7,23.34,5.074999999999999,11.200000000000001,15.183333333333334,48.625,23.34,2.48,35.0,48.625,Good
11268,10.3,37.57,8.89,3.91,9.94,0.73,27.4,4.8875,11.1125,17.166666666666668,46.9625,27.4,2.485,36.5,46.9625,Good
11269,9.55,38.05,8.93,4.38,9.93,0.73,25.99,5.475,11.1625,15.916666666666668,47.56249999999999,25.99,2.4825,36.5,47.56249999999999,Good
11270,9.48,51.32,8.9,5.05,9.93,0.71,16.8,6.3125,11.125,15.8,64.15,16.8,2.4825,35.5,64.15,Satisfactory
11271,9.27,50.02,8.95,4.3,9.94,0.72,29.11,5.375,11.187499999999998,15.45,62.525000000000006,29.11,2.485,36.0,62.525000000000006,Satisfactory
11272,10.83,29.15,8.96,3.58,9.93,0.72,25.27,4.475,11.200000000000001,18.05,36.4375,25.27,2.4825,36.0,36.4375,Good
11273,12.65,31.18,8.92,4.72,9.92,0.74,13.96,5.8999999999999995,11.15,21.083333333333336,38.975,13.96,2.48,37.0,38.975,Good
11274,12.86,35.37,8.98,4.29,9.92,0.71,19.21,5.3625,11.225,21.433333333333334,44.21249999999999,19.21,2.48,35.5,44.21249999999999,Good
11275,13.13,27.43,8.97,3.81,9.93,0.73,21.28,4.7625,11.212500000000002,21.883333333333336,34.2875,21.28,2.4825,36.5,36.5,Good
11276,12.78,26.87,8.97,4.02,9.93,0.73,27.62,5.0249999999999995,11.212500000000002,21.3,33.5875,27.62,2.4825,36.5,36.5,Good
11277,12.95,40.75,8.93,4.39,9.92,0.72,29.85,5.4875,11.1625,21.583333333333332,50.9375,29.85,2.48,36.0,50.9375,Satisfactory
